manufacturer,model,year,engine_dropdown,engine_name,stock_bhp,stage1_bhp,bhp_gain,stock_torque,stage1_torque,torque_gain,options_available,ecus,tools,stage_name,stage_id,parent_vehicle_id
Mini,Clubman,2007 -> 2010 (R55),1.6 Turbo JCW - 211hp,1.6 Turbo JCW,211,230,19,270,340,70,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MED17.2'],,Stage 1,8832,2589
Mini,Clubman,2007 -> 2010 (R55),1.6 D - 110hp,1.6 D,110,140,30,240,310,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC16C35'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,8833,2590
Mini,Clubman,2010 -> 2015 (R55),1.6 D - 90hp,1.6 D,90,140,50,215,320,105,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C41'],['CMDFlash'],Stage 1,8839,2596
Mini,Clubman,2010 -> 2015 (R55),1.6 D - 112hp,1.6 D,112,140,28,270,320,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C41'],['Autotuner'],Stage 1,8840,2597
Mini,Clubman,2010 -> 2015 (R55),2.0 D - 112hp,2.0 D,112,180,68,270,400,130,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C41'],,Stage 1,21882,13518
Mini,Clubman,2010 -> 2015 (R55),2.0 D - 143hp,2.0 D,143,180,37,305,400,95,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C41'],"['Autotuner', 'CMDFlash']",Stage 1,8841,2598
Mini,Clubman,2010 -> 2015 (R55),1.6 DFI - 98hp,1.6 DFI,98,130,32,153,175,22,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2.2'],['CMDFlash'],Stage 1,8834,2591
Mini,Clubman,2010 -> 2015 (R55),1.6 DFI - 115hp,1.6 DFI,115,130,15,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2'],,Stage 1,8835,2592
Mini,Clubman,2010 -> 2015 (R55),1.6 DFI - 120hp,1.6 DFI,120,130,10,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV17.2.2', 'Bosch MED17.2']",,Stage 1,8836,2593
Mini,Clubman,2010 -> 2015 (R55),1.6 Turbo - 163hp,1.6 Turbo,163,210,47,240,320,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",,,Stage 1,8837,2594
Mini,Clubman,2010 -> 2015 (R55),1.6 Turbo - 184hp,1.6 Turbo,184,210,26,240,320,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.2'],"['Alientech KESSv2', 'Autotuner', 'Dimsport New Trasdata']",Stage 1,8838,2595
Mini,Clubman,2015 -> 2018 (F54),2.0 T - JCW - 231hp, 2.0 T - JCW,231,280,49,350,400,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Autotuner', 'Dimsport New Trasdata']",Stage 1,8845,9133
Mini,Clubman,2015 -> 2018 (F54),1.5 Turbo - 102hp,1.5 Turbo,102,165,63,180,300,120,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Alientech KESSv2', 'Autotuner', 'MagicMotorsport Flex']",Stage 1,8842,5052
Mini,Clubman,2015 -> 2018 (F54),1.5 Turbo - 136hp,1.5 Turbo,136,165,29,220,300,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Autotuner', 'CMDFlash']",Stage 1,8843,2599
Mini,Clubman,2015 -> 2018 (F54),S - 2.0T - 192hp,S - 2.0T,192,260,68,280,400,120,,['Bosch MEVD17.2.3'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,8844,2600
Mini,Clubman,2015 -> 2018 (F54),1.5 D - 116hp,1.5 D,116,150,34,270,330,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C50'],"['Alientech KESSv2', 'Autotuner']",Stage 1,8846,5053
Mini,Clubman,2015 -> 2018 (F54),2.0 D - 150hp,2.0 D,150,190,40,330,400,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C50', 'Bosch MD1CS001', 'Bosch EDC17C41']","['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,8847,2601
Mini,Clubman,2015 -> 2018 (F54),2.0 SD - 190hp,2.0 SD,190,220,30,400,440,40,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch MD1', 'Bosch EDC17C50']",['Autotuner'],Stage 1,8848,4776
Mini,Clubman,2019 -> ... (F54 LCI),1.5D - 116hp,1.5D,116,150,34,270,330,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable']",,,Stage 1,21883,13519
Mini,Clubman,2019 -> ... (F54 LCI),2.0D - 150hp,2.0D,150,190,40,350,400,50,,,,Stage 1,21884,13520
Mini,Clubman,2019 -> ... (F54 LCI),2.0SD - 190hp,2.0SD,190,220,30,400,440,40,,,,Stage 1,21885,13521
Mini,Clubman,2019 -> ... (F54 LCI),1.5T - 102hp,1.5T,102,165,63,190,270,80,,['Bosch MG1CS201'],['Autotuner'],Stage 1,21886,13522
Mini,Clubman,2019 -> ... (F54 LCI),1.5T - 136hp,1.5T,136,165,29,220,270,50,['Specific DTC Disable'],['Bosch MG1CS201'],,Stage 1,21887,13523
Mini,Clubman,2019 -> ... (F54 LCI),1.5T aut - 102hp,1.5T aut,102,165,63,190,300,110,['Specific DTC Disable'],['Bosch MG1CS201'],,Stage 1,21888,13524
Mini,Clubman,2019 -> ... (F54 LCI),1.5T aut - 136hp,1.5T aut,136,165,29,220,300,80,,['Bosch MG1CS201'],['Autotuner'],Stage 1,21889,13525
Mini,Clubman,2019 -> ... (F54 LCI),2.0T S - 178hp,2.0T S,178,260,82,280,400,120,,['Bosch MG1CS024'],,Stage 1,24858,16507
Mini,Clubman,2019 -> ... (F54 LCI),2.0T S - 192hp,2.0T S,192,260,68,300,400,100,,['Bosch MG1CS201'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,21890,13526
Mini,Clubman,2019 -> ... (F54 LCI),2.0T S JCW - 306hp,2.0T S JCW,306,335,29,450,500,50,['Specific DTC Disable'],['Bosch MG1CS201'],"['Autotuner', 'CMDFlash']",Stage 1,21891,13527
Mini,Cooper,2002 -> 2007 (R50),1.6i - 115hp,1.6i,115,125,10,149,165,16,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental EMS2'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius', 'bFlash']",Stage 1,8849,2602
Mini,Cooper,2007 -> 2010 (R56),1.6 D - 109hp,1.6 D,109,140,31,240,310,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC16C35', 'Bosch EDC17C41']","['Alientech K-TAG', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,8851,2604
Mini,Cooper,2007 -> 2010 (R56),1.6 DFI - 122hp,1.6 DFI,122,130,8,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MED17', 'Bosch MEV17.2.2', 'Bosch MEVD17.2']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,8850,2603
Mini,Cooper,2010 -> 2014 (R56),1.6 D - 112hp,1.6 D,112,140,28,270,320,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,8854,2607
Mini,Cooper,2010 -> 2014 (R56),1.6D - 90hp,1.6D,90,140,50,215,320,105,,['Bosch EDC17C50'],,Stage 1,21892,13528
Mini,Cooper,2010 -> 2014 (R56),2.0 D - 112hp,2.0 D ,112,180,68,270,400,130,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,8855,2608
Mini,Cooper,2010 -> 2014 (R56),1.6 DFI - 115hp,1.6 DFI,115,135,20,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2.2'],"['Alientech KESSv2', 'CMDFlash']",Stage 1,8852,2605
Mini,Cooper,2010 -> 2014 (R56),1.6 DFI - 122hp,1.6 DFI,122,135,13,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEV17.2.2', 'Bosch MED17.1.1']","['Alientech KESSv2', 'CMDFlash']",Stage 1,8853,2606
Mini,Cooper,2014 -> 2018 (F56),1.5 D - 116hp,1.5 D,116,150,34,270,330,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch EDC17C50'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,8857,2610
Mini,Cooper,2014 -> 2018 (F56),1.5 Turbo - 75hp,1.5 Turbo,75,165,90,160,270,110,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,21894,13530
Mini,Cooper,2014 -> 2018 (F56),1.5 Turbo - 102hp,1.5 Turbo,102,165,63,190,270,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MG1CS201'],['Autotuner'],Stage 1,21893,13529
Mini,Cooper,2014 -> 2018 (F56),1.5 Turbo - 136hp,1.5 Turbo,136,165,29,220,300,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.3', 'Bosch MG1CS201']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8856,2609
Mini,Cooper,2018 -> 2023 (F56 LCI),1.5 D - 116hp,1.5 D,116,150,34,270,330,60,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable']",['Bosch MD1CS001'],"['CMDFlash', 'MagicMotorsport Flex']",Stage 1,8859,9135
Mini,Cooper,2018 -> 2023 (F56 LCI),1.5T - 75hp,1.5T,75,165,90,160,270,110,,['Bosch MG1CS201'],,Stage 1,25241,16956
Mini,Cooper,2018 -> 2023 (F56 LCI),1.5T - 102hp,1.5T,102,165,63,190,270,80,['Specific DTC Disable'],['Bosch MG1CS201'],,Stage 1,21895,13531
Mini,Cooper,2018 -> 2023 (F56 LCI),1.5T - 136hp,1.5T,136,165,29,220,300,80,,"['Bosch MG1CS201', 'Bosch MG1CS011']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,8858,9134
Mini,Cooper S,2002 -> 2007 (R53),1.6 Comp - S - 170hp,1.6 Comp - S,170,200,30,220,250,30,"['Specific DTC Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']","['Siemens/Continental EMS2', 'Siemens/Continental EMS5150']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,8861,9136
Mini,Cooper S,2002 -> 2007 (R53),GP - 218hp,GP,218,225,7,250,260,10,"['Specific DTC Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Siemens/Continental EMS2'],,Stage 1,8863,2613
Mini,Cooper S,2002 -> 2007 (R53),JCW - 210hp,JCW,210,225,15,240,260,20,"['Specific DTC Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']",['Siemens/Continental EMS2'],"['Alientech KESSv2', 'CMDFlash', 'Dimsport New Genius']",Stage 1,8862,2612
Mini,Cooper S,2002 -> 2007 (R53),S - 163hp,S,163,200,37,210,250,40,"['Specific DTC Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']","['Siemens/Continental EMS2', 'Siemens/Continental EMS5150']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,8860,2611
Mini,Cooper S,2007 -> 2014 (R56),1.6T - 163hp,1.6T,163,205,42,240,300,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Siemens/Continental EMS2', 'Bosch MED17.2', 'Bosch MEVD17.2.2']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,8864,2614
Mini,Cooper S,2007 -> 2014 (R56),1.6T - 175hp,1.6T,175,205,30,240,300,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']","['Bosch MED17.2', 'Bosch MEVD17.2']","['Alientech K-TAG', 'Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8865,2615
Mini,Cooper S,2007 -> 2014 (R56),1.6T - 184hp,1.6T,184,210,26,240,340,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MED17.1.1', 'Bosch MEVD17.2.2', 'Bosch MEVD17.2.7']","['Alientech K-TAG', 'Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8866,2616
Mini,Cooper S,2007 -> 2014 (R56),GP2 - 218hp,GP2,218,230,12,280,340,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Swirl Flaps', 'Speed Limiter Disable']",['Bosch MED17.2'],['Autotuner'],Stage 1,8870,2620
Mini,Cooper S,2007 -> 2014 (R56),JCW - 211hp,JCW,211,230,19,260,340,80,"['Specific DTC Disable', 'Flaps', 'Speed Limiter Disable', 'Pops & Bangs', 'Decat', 'Start/Stop Disable']","['Bosch MED17.2.2', 'Bosch MEVD17.2.7']","['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Autotuner', 'Dimsport New Genius', 'Alientech K-TAG', 'Dimsport New Trasdata']",Stage 1,8869,2619
Mini,Cooper S,2007 -> 2014 (R56),S - (Kit JCW) - 192hp,S - (Kit JCW),192,205,13,260,300,40,,,,Stage 1,8867,2617
Mini,Cooper S,2007 -> 2014 (R56),S - (Kit JCW) - 200hp,S - (Kit JCW),200,210,10,270,340,70,,,,Stage 1,8868,2618
Mini,Cooper S,2014 -> 2018 (F56),2.0T - 163hp,2.0T,163,260,97,280,400,120,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Alientech KESSv2', 'Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8871,2621
Mini,Cooper S,2014 -> 2018 (F56),2.0T - 192hp,2.0T,192,260,68,280,400,120,,"['Bosch MEVD17.2.3', 'Bosch MG1CS201', 'Bosch EDC17C50']","['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8872,2622
Mini,Cooper S,2014 -> 2018 (F56),2.0T (Kit JCW Pro) - 211hp,2.0T (Kit JCW Pro),211,260,49,300,400,100,,['Bosch MEVD17.2.3'],['Autotuner'],Stage 1,8873,9137
Mini,Cooper S,2014 -> 2018 (F56),2.0T JCW - 231hp,2.0T JCW,231,280,49,320,400,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Speed Limiter Disable']","['Bosch MG1CS201', 'Bosch MEVD17.2.3']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius']",Stage 1,8874,2623
Mini,Cooper S,2018 -> 2023 (F56 LCI),2.0T - 192hp,2.0T,192,250,58,280,400,120,,['Bosch MG1CS201'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8875,9138
Mini,Cooper S,2018 -> 2023 (F56 LCI),2.0T (2021 -> ...) - 176hp,2.0T (2021 -> ...),176,260,84,280,420,140,,['Bosch MG1CS201'],"['Alientech KESSv2', 'CMDFlash', 'MagicMotorsport Flex', 'Autotuner', 'bFlash', 'Dimsport New Trasdata']",Stage 1,24803,16452
Mini,Cooper S,2018 -> 2023 (F56 LCI),2.0T JCW - 231hp,2.0T JCW,231,265,34,320,420,100,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MG1CS201', 'Bosch MEVD17.2.3']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Genius', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8876,9139
Mini,Cooper S,2018 -> 2023 (F56 LCI),2.0T JCW GP - 306hp,2.0T JCW GP,306,335,29,450,500,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MG1CS024', 'Bosch MG1CS201']","['Autotuner', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,21897,13533
Mini,Cooper S D,2010 -> 2014 (R56),2.0 D - 136hp,2.0 D,136,180,44,305,400,95,,['Bosch EDC17C41'],['Alientech KESSv2'],Stage 1,8877,2624
Mini,Cooper S D,2010 -> 2014 (R56),2.0 D - 143hp,2.0 D,143,180,37,305,400,95,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8878,2625
Mini,Cooper S D,2010 -> 2014 (R56),2.0D - 112hp,2.0D,112,180,68,305,400,95,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash']",Stage 1,21898,13534
Mini,Cooper S D,2014 -> 2018 (F56),2.0 D Twin Power - 170hp,2.0 D Twin Power,170,220,50,360,440,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch MD1', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8879,2626
Mini,Cooper S D,2018 -> ... (F56 LCI),2.0 D Twin Power - 170hp,2.0 D Twin Power,170,220,50,360,440,80,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch MD1CS001'],"['Autotuner', 'Dimsport New Trasdata']",Stage 1,8880,9140
Mini,Countryman,2009 -> 2016 (R60),1.6 D - 90hp,1.6 D,90,140,50,215,320,105,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESS3', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8887,2633
Mini,Countryman,2009 -> 2016 (R60),1.6 D - 112hp,1.6 D,112,140,28,270,320,50,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata', 'bFlash']",Stage 1,8888,2634
Mini,Countryman,2009 -> 2016 (R60),2.0 D - 112hp,2.0 D,112,180,68,270,400,130,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8889,2635
Mini,Countryman,2009 -> 2016 (R60),2.0 D - 143hp,2.0 D,143,180,37,305,400,95,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C41', 'Bosch EDC17C50']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8890,2636
Mini,Countryman,2009 -> 2016 (R60),1.6 DFI - 98hp,1.6 DFI,98,130,32,153,175,22,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2.2'],"['Alientech KESS3', 'Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,8881,2627
Mini,Countryman,2009 -> 2016 (R60),1.6 DFI - 115hp,1.6 DFI,115,130,15,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2.2'],,Stage 1,8882,2628
Mini,Countryman,2009 -> 2016 (R60),1.6 DFI - 122hp,1.6 DFI,122,130,8,160,175,15,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEV17.2.2'],"['Autotuner', 'Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,8883,2629
Mini,Countryman,2009 -> 2016 (R60),1.6 T - 163hp,1.6 T,163,205,42,240,300,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.2', 'Bosch MEVD17.2.7']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8884,2630
Mini,Countryman,2009 -> 2016 (R60),1.6 T - 184hp,1.6 T,184,210,26,240,330,90,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.2', 'Bosch MEVD17.2.7']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex', 'Dimsport New Trasdata']",Stage 1,8885,2631
Mini,Countryman,2009 -> 2016 (R60),1.6 T JCW - 215hp,1.6 T JCW,215,230,15,280,340,60,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.2', 'Bosch MEVD17.2.7']","['Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,8886,2632
Mini,Countryman,2017 -> 2019 (F60),1.5 D One - 116hp,1.5 D One,116,150,34,270,330,60,,"['Bosch EDC17C50', 'Bosch MD1CS001']",['MagicMotorsport Flex'],Stage 1,8895,9145
Mini,Countryman,2017 -> 2019 (F60),2.0 D - 150hp,2.0 D,150,190,40,330,400,70,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Swirl Flaps', 'Speed Limiter Disable', 'Adblue']","['Bosch EDC17C50', 'Bosch MD1CS001']","['Autotuner', 'Dimsport New Trasdata']",Stage 1,8896,9146
Mini,Countryman,2017 -> 2019 (F60),2.0 SD - 190hp,2.0 SD,190,220,30,400,440,40,"['EGR Disable', 'DPF Disable', 'Specific DTC Disable', 'Start/Stop Disable', 'Swirl Flaps', 'Speed Limiter Disable', 'Adblue']",['Bosch MD1'],"['Dimsport New Genius', 'Dimsport New Trasdata']",Stage 1,8897,9147
Mini,Countryman,2017 -> 2019 (F60),1.5 T - 136hp,1.5 T,136,165,29,220,300,80,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.3', 'Bosch MG1CS201']","['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'MagicMotorsport Flex']",Stage 1,8892,9142
Mini,Countryman,2017 -> 2019 (F60),1.5 T - 224hp,1.5 T ,224,250,26,358,420,62,['Specific DTC Disable'],['Bosch MEVD17.2.3'],"['Autotuner', 'MagicMotorsport Flex']",Stage 1,8898,9148
Mini,Countryman,2017 -> 2019 (F60),1.5 T One - 102hp,1.5 T One,102,165,63,180,300,120,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']","['Bosch MEVD17.2.3', 'Bosch MG1CS201']","['Autotuner', 'MagicMotorsport Flex']",Stage 1,8891,9141
Mini,Countryman,2017 -> 2019 (F60),2.0 T - JCW - 231hp,2.0 T - JCW,231,280,49,350,400,50,"['Specific DTC Disable', 'Pops & Bangs', 'Start/Stop Disable', 'Decat', 'Flaps', 'Speed Limiter Disable']",['Bosch MEVD17.2.3'],"['Alientech KESSv2', 'Autotuner', 'CMDFlash', 'Dimsport New Genius']",Stage 1,8894,9144
